text,label
I find engineers to be wonderful.,0
"Oh great, another doctors. Just what I needed.",1
Because my new phone really make everything better.,1
Can't wait for more of this movie.,0
I just love when my new phone happens.,1
I am always excited for the game.,0
Had a great time with artists.,0
"Had a the game, best experience ever. Not.",1
"Oh great, another the meal. Just what I needed.",1
Can't wait for more of vegetarians.,0
I just love when the concert happens.,1
"Had a engineers, best experience ever. Not.",1
"this movie are so wonderful, said no one ever.",1
"Had a musicians, best experience ever. Not.",1
"Everyone loves musicians, right?",1
"Had a this movie, best experience ever. Not.",1
Can't wait for more of artists.,1
"Had a doctors, best experience ever. Not.",1
scientists are genuinely amazing.,0
Nothing better than a the conference moment.,1
Had a great time with writers.,0
Because athletes really make everything better.,1
"Had a doctors, best experience ever. Not.",1
I genuinely love athletes.,0
Can't wait for more of vegetarians.,0
Can't wait for more of writers.,0
my new phone are truly inspiring.,0
I just love when the conference happens.,1
the concert have always been great.,0
Can't wait for more of vegetarians.,1
Because this book really make everything better.,1
I am always excited for the conference.,0
"Everyone loves artists, right?",1
writers are genuinely amazing.,0
this movie are genuinely amazing.,0
"Everyone loves the workshop, right?",1
I just love when the conference happens.,1
Because doctors really make everything better.,1
athletes have always been great.,0
I just love when engineers happens.,1
I find scientists to be wonderful.,0
"doctors are so wonderful, said no one ever.",1
Had a great time with engineers.,0
"Everyone loves my new phone, right?",1
Nothing better than a scientists moment.,1
Because this movie really make everything better.,1
the meal are truly inspiring.,0
"Oh great, another the concert. Just what I needed.",1
Can't wait for more of the meal.,1
"Had a musicians, best experience ever. Not.",1
writers are genuinely amazing.,0
Had a great time with the workshop.,0
"this movie are so wonderful, said no one ever.",1
I just love when doctors happens.,1
the meal have always been great.,0
"Everyone loves doctors, right?",1
"Oh great, another this book. Just what I needed.",1
I find this book to be wonderful.,0
"Had a doctors, best experience ever. Not.",1
"Had a my new phone, best experience ever. Not.",1
I am always excited for the concert.,0
"Had a the meal, best experience ever. Not.",1
"Everyone loves engineers, right?",1
I genuinely love vegetarians.,0
I genuinely love this book.,0
I find writers to be wonderful.,0
Nothing better than a the conference moment.,1
Had a great time with the conference.,0
artists are genuinely amazing.,0
the workshop are truly inspiring.,0
"Oh great, another engineers. Just what I needed.",1
Nothing better than a scientists moment.,1
Because the conference really make everything better.,1
"Oh great, another writers. Just what I needed.",1
Can't wait for more of athletes.,1
"Everyone loves the meal, right?",1
I just love when scientists happens.,1
I am always excited for musicians.,0
vegetarians are genuinely amazing.,0
Can't wait for more of the conference.,0
the game are genuinely amazing.,0
musicians are genuinely amazing.,0
scientists are truly inspiring.,0
I just love when my new phone happens.,1
Because doctors really make everything better.,1
writers are genuinely amazing.,0
"Everyone loves engineers, right?",1
"Everyone loves the game, right?",1
I genuinely love the concert.,0
"athletes are so wonderful, said no one ever.",1
I am always excited for vegetarians.,0
I genuinely love the meal.,0
Can't wait for more of my new phone.,1
I genuinely love vegetarians.,0
Nothing better than a doctors moment.,1
the meal are genuinely amazing.,0
"Oh great, another this book. Just what I needed.",1
Nothing better than a engineers moment.,1
"Everyone loves this book, right?",1
"Everyone loves musicians, right?",1
the conference have always been great.,0
Had a great time with vegetarians.,0
Because this book really make everything better.,1
Because athletes really make everything better.,1
Can't wait for more of musicians.,0
artists are genuinely amazing.,0
musicians have always been great.,0
"the workshop are so wonderful, said no one ever.",1
"Had a the meal, best experience ever. Not.",1
I find the concert to be wonderful.,0
I am always excited for engineers.,0
writers are truly inspiring.,0
Had a great time with engineers.,0
Because the meal really make everything better.,1
Because the conference really make everything better.,1
Nothing better than a athletes moment.,1
Can't wait for more of the workshop.,1
I am always excited for the workshop.,0
I find this book to be wonderful.,0
Can't wait for more of the conference.,0
musicians are genuinely amazing.,0
engineers are truly inspiring.,0
"Everyone loves the concert, right?",1
I just love when the game happens.,1
"Had a the concert, best experience ever. Not.",1
I just love when the workshop happens.,1
Can't wait for more of engineers.,1
vegetarians are genuinely amazing.,0
I am always excited for this book.,0
"Oh great, another athletes. Just what I needed.",1
artists have always been great.,0
"Everyone loves the concert, right?",1
vegetarians are genuinely amazing.,0
"Had a athletes, best experience ever. Not.",1
doctors have always been great.,0
this book are truly inspiring.,0
Can't wait for more of the concert.,0
I find the conference to be wonderful.,0
musicians are genuinely amazing.,0
I genuinely love my new phone.,0
I genuinely love athletes.,0
Because engineers really make everything better.,1
I find musicians to be wonderful.,0
scientists are truly inspiring.,0
I find the conference to be wonderful.,0
Nothing better than a the workshop moment.,1
"Everyone loves doctors, right?",1
writers are truly inspiring.,0
the workshop are truly inspiring.,0
Had a great time with musicians.,0
I am always excited for musicians.,0
engineers are truly inspiring.,0
Can't wait for more of musicians.,1
I just love when musicians happens.,1
Because artists really make everything better.,1
Can't wait for more of this movie.,1
Because athletes really make everything better.,1
Had a great time with artists.,0
doctors are genuinely amazing.,0
Can't wait for more of the game.,1
Nothing better than a scientists moment.,1
"Oh great, another doctors. Just what I needed.",1
Nothing better than a my new phone moment.,1
Nothing better than a musicians moment.,1
I just love when my new phone happens.,1
musicians are truly inspiring.,0
